tagcompany,tagname,tagdate,tagorg,tagrank,tagsuper,tagtel,tagloc,tagrot,tagwc,tagtask,taghead,tagceo
포스코ESM,박주선,어제,행정지원그룹,영양사,파트장대우,010-5672-1380,,A조,교육,3냉연 PCM 기계정비/안전짝궁 강덕운,GigaSteel상용화추진반장,SSVINA 법인장
포스코인재창조원,박주현,오늘,행정섹션,임원,홍보위원,010-2378-1043,,B조,반차,3냉연 설비기동 점검,기술연구원장,Thainox법인장
포스코휴먼스,박주홍,내일,서울사옥관리섹션,점장,회장보좌역,010-6723-1964,,C조,출장,3냉연 압연,경영전략실장,미주대표법인장
포스코ICT,박주희,모레,항공섹션,조리반장직무대행,Chief PCP,010-2345-6845,,D조,파견,3냉연 전기정비직/나의 안전 짝꿍(김태규),홍보실장,홍콩금융법인장
포스코엠텍,박준석,어제,프로젝트지원그룹,조리사,IP PJT 리더,010-3457-2451,,A조,육아휴직,3냉연 출하담당,철강솔루션마케팅실장,차이나대표법인장
포스코플랜텍,박준성,오늘,PJT기획섹션,조리실장,Junior PCP,010-3578-4572,,B조,예비군훈련,2냉연4CAL전기정비파트,설비자재구매실장,차이나부법인장
포스코미소금융재단,박준영,내일,PJT성과분석섹션,지배인,PCE,010-2222-1168,,C조,민방위,2냉연3CAL전기정비파트/2냉연4CAL전기정비파트장,국내사업관리실장,CSPC법인장
포스웰,박준철,모레,POSTIM지원섹션,캡틴,PCP,010-1234-1168,,D조,안식월,2냉연4CAL전기정비파트/CSL담당,스테인리스마케팅실장,슬로베니아물류법인장
포스코교육재단,박준호,어제,노무외주실,그룹리더,Senior PCE,010-3321-1291,,A조,휴무,3냉연PCM전기-TCM/나의안전 짝궁 김헌제 주무,노무외주실장,인도법인장
포스메이트,박지나,오늘,노무기획그룹,코치,Senior PCP,010-1234-1291,,B조,연차,3냉연공장 품질관리,기술경영실장,이태리법인장
포스파워,박지용,내일,노무후생섹션,행정실장,공장장,010-6271-4738,,C조,교육,3냉연물류진행업무(안전짝꿍:유종호),법무실장,포스코재팬법인장
철강융합신기술연구조합,박지학,모레,노사문화섹션,비상임자문위원,국장,010-333-1291,,D조,반차,3냉연압연전기파트장,원료0실장,Maharashtra법인장
포스코경영연구원,박지혜,어제,노정섹션,연구위원,그룹장,010-3245-6328,,A조,출장,2도금 도금3반 파트장 조업관리 총괄,원료3실장,말련법인장
포항공과대학교,박지훈,오늘,인사섹션,초빙연구원,대표법인장,010-2347-1291,,B조,파견,3도금 산세도금반  파트장 (라인 총괄업무),원료4실장,멕시코물류법인장
포스코청암재단,박진수,내일,외주기획그룹,관제사,대표이사 회장,010-5672-1381,,C조,육아휴직,3도금 파트[안전],원료5실장,포스코멕시코법인장
포스코기술투자,박진영,모레,외주기획섹션,관제팀장,반장,010-2378-1044,,D조,예비군훈련,3도금 환경.에너지 외주.EAM,원료6실장,쿠알라룸프법인장
RIST,박진태,어제,외주계약1섹션,궤도팀장,법무위원,010-6723-1965,,A조,민방위,3도금공장 검사반 업무총괄,원료7실장,멕시코가공센터법인장
리스텍비즈,박진택,오늘,외주계약2섹션,기술부장,법인장,010-2345-6846,,B조,안식월,2도금공장(4CGL B조 주임),원료8실장,마닐라법인장
순천에코트랜스,박진호,내일,기술교육그룹,기술팀장,본부장,010-3457-2452,,C조,휴무,3반,원료9실장,폴란드법인장
SNNC,박찬,모레,대학-엔지니어교육섹션,산업안전관리자,부공장장,010-3578-4573,,D조,연차,3반파트 출선업무,원료10실장,동남아대표법인장
포스코터미날,박창돈,어제,포항기술교육섹션,운영팀장,부리더,010-2222-1169,,A조,교육,3선재 공장 기술원,원료11실장,태국가공센터법인장
포스코아이씨티,박창민,오늘,광양기술교육섹션,차량팀장,부문장,010-1234-1169,,B조,반차,3선재 압연,원료12실장,터키가공센터법인장
부산E&E,박창섭,내일,중소기업컨소시엄사무국,그룹장,부법인장,010-3321-1292,,C조,출장,3소결 담당,원료13실장,포스코베트남법인장
포스코대우,박창현,모레,홍보실,관리자,부장,010-1234-1292,,D조,파견,3소둔,원료14실장,인니대표법인장
엔투비,박천인,어제,홍보기획그룹,경영지원팀장,부장대우,010-6271-4739,,A조,육아휴직,3소둔 주임,원료15실장,아싼법인장
메가에셋,박철호,오늘,홍보기획섹션,고문,비상임고문,010-333-1292,,B조,예비군훈련,3소둔 파트 업무 총괄,원료16실장,미주법인장
포항에스알디씨,박태영,내일,포스코투데이섹션,과장,사무소장,010-3245-6329,,C조,민방위,2연속소둔파트/3APL 입측운전(나의안전짝꿍은 김종연사원),원료17실장,이태리가공센터법인장
피엠씨텍,박태종,모레,홍보그룹,기사,사외이사,010-2347-1292,,D조,안식월,2연속소둔파트/연속소둔3반(나의 안전짝꿍: 박재호과장),원료18실장,쿠알라룸프가공센터법인장
PNR,박태준,어제,홍보1섹션,기술이사,상임이사,010-5672-1382,,A조,휴무,2연속소둔파트/연속소둔3반(나의안전짝궁: 장옥철 대리),원료19실장,마닐라가공센터법인장
포스코A&C,박태훈,오늘,홍보2섹션,대리,센터장,010-2378-1045,,B조,연차,2연속소둔파트/연속소둔3반] 중앙운전 (나의안전짝꿍: 이종기과장,원료20실장,폴란드가공센터법인장
포스코,박태희,내일,홍보3섹션,발전운영팀장,실장,010-6723-1966,,C조,교육,2연속소둔파트/연속소둔3반] 출측운전 (나의안전짝꿍 윤민호),원료21실장,SouthAsia법인장
포스코P&S,박평,모레,설비자재구매실,설비기술팀장,안전파트장,010-2345-6847,,D조,반차,2연속소둔파트/연속소둔3반] 프로세스운전 (나의안전짝꿍: 권영관과장님,인니법인장,TST법인장
포스코켐텍,박필립,어제,구매기획그룹,안전보건혁신팀장,연구소장,010-3457-2453,,A조,출장,2연주  3MC 기계정비,철강사업본부장,ITPC법인장
포스코강판,박혁상,오늘,SRM기획섹션,연료화운영팀장,연구원장,010-3578-4574,,B조,파견,2연주 2M/C 기계정비,회장,쿠알라룸푸르가공센터법인장
포스코건설,박혁용,내일,동반성장섹션,주무,일반,010-2222-1170,,C조,육아휴직,2연주 2M/C 전기,광양선강부소장,MYANMAR-POSCO(미얀마)법인장
포스코E&E,박현수,모레,물품표준화섹션,Director,자문교수,010-1234-1170,,D조,예비군훈련,2연주 2MC 수처리 설비 Main,포항행정부소장,POSCO ASSAN TST(터키)법인장
포스코에너지,박현숙,어제,자재구매그룹,Staff,자문역,010-3321-1293,,A조,민방위,2연주 3M/C기계 파트장,자동차마케팅실장,POSCO Japan PC(일본)법인장
